,Player,PG%,SG%,SF%,PF%,C%,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
374,Glen Rice Jr.,0.0,80,20,0.0,0.0,SG,23,WAS,11,1,9.9,1.0,3.4,.297,0.5,1.5,.294,0.5,1.8,.300,.365,0.5,0.6,.714,0.4,1.5,1.8,0.6,0.5,0.1,0.8,0.6,2.9,6.6,.399,.459,.189,4.2,17.3,10.6,2.8,0.8,18.3,20.3,-0.3,0.2,-0.1,-0.043,-4.7,1.8,-2.9,0.0
375,Luke Ridnour,98,2,0.0,0.0,0.0,PG,32,TOT,61,14,18.7,2.1,5.4,.385,0.6,1.8,.343,1.5,3.6,.406,.442,0.3,0.4,.654,0.4,1.2,1.6,2.9,0.5,0.1,1.1,1.5,5.0,9.0,.452,.330,.080,2.2,7.6,4.8,1.5,0.6,16.3,16.1,-0.3,0.4,0.1,.005,-3.2,-1.1,-4.4,-0.7
376,Austin Rivers,79,21,0.0,0.0,0.0,PG,21,NOP,69,4,19.4,2.8,6.9,.405,0.5,1.4,.364,2.3,5.4,.416,.443,1.6,2.5,.636,0.4,1.5,1.9,2.3,0.7,0.1,1.1,1.9,7.7,11.6,.482,.209,.365,2.2,9.1,5.6,1.8,0.6,12.3,21.3,0.2,0.4,0.6,.023,-2.0,-1.4,-3.4,-0.5
377,Andre Roberson,0.0,72,29,0.0,0.0,SG,22,OKC,40,16,10.0,0.8,1.7,.485,0.1,0.3,.154,0.8,1.4,.564,.500,0.2,0.3,.700,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9,9.0,.518,.191,.147,10.7,15.6,13.3,2.4,2.0,20.8,10.1,0.2,0.6,0.8,.099,-3.8,1.4,-2.4,0.0
378,Brian Roberts,100,0.0,0.0,0.0,0.0,PG,28,NOP,72,42,23.2,3.4,8.1,.420,0.9,2.5,.360,2.5,5.6,.447,.475,1.7,1.8,.940,0.2,1.7,1.9,3.3,0.6,0.1,1.3,1.8,9.4,13.4,.529,.306,.229,1.2,8.4,4.7,1.3,0.4,12.9,20.0,2.0,0.2,2.2,.063,-0.1,-1.6,-1.7,0.1
379,Nate Robinson,100,0.0,0.0,0.0,0.0,PG,29,DEN,44,1,19.7,3.7,8.7,.428,1.3,3.5,.377,2.4,5.2,.463,.504,1.6,1.9,.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,10.4,15.6,.544,.402,.222,2.6,7.5,5.0,2.0,0.3,12.1,23.5,1.3,0.5,1.8,.101,0.8,-0.3,0.6,0.6
380,Thomas Robinson,0.0,0.0,0.0,88,12,PF,22,POR,70,0,12.5,2.0,4.2,.481,0.0,0.0,.000,2.0,4.2,.483,.481,0.8,1.4,.564,1.5,2.9,4.4,0.5,0.3,0.3,0.8,1.9,4.8,14.1,.502,.003,.345,13.1,24.6,18.9,1.3,1.6,14.5,19.7,0.4,1.2,1.6,.090,-2.7,-0.6,-3.2,-0.3
381,Rajon Rondo,98,2,0.0,0.0,0.0,PG,27,BOS,30,30,33.3,4.7,11.7,.403,0.9,3.0,.289,3.8,8.7,.442,.440,1.4,2.2,.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2,11.7,15.3,.461,.257,.191,2.4,16.6,9.3,2.1,0.2,20.7,21.3,0.2,1.0,1.1,.054,0.3,-0.6,-0.3,0.5
382,Derrick Rose,100,0.0,0.0,0.0,0.0,PG,25,CHI,10,10,31.1,5.8,16.4,.354,1.6,4.7,.340,4.2,11.7,.359,.402,2.7,3.2,.844,0.9,2.3,3.2,4.3,0.5,0.1,3.4,1.5,15.9,9.7,.446,.287,.195,3.3,8.3,5.9,0.9,0.2,16.0,31.5,-0.6,0.4,-0.2,-0.036,-1.2,-1.9,-3.1,-0.1
383,Terrence Ross,1,93,7,0.0,0.0,SG,22,TOR,81,62,26.7,3.9,9.3,.423,2.0,5.0,.395,1.9,4.2,.458,.531,1.0,1.2,.837,0.5,2.6,3.1,1.0,0.8,0.3,1.1,2.3,10.9,12.0,.553,.543,.130,2.3,11.3,6.8,1.5,1.0,10.0,18.6,2.0,2.2,4.2,.094,0.0,-0.2,-0.2,1.0
384,Ricky Rubio,89,11,0.0,0.0,0.0,PG,23,MIN,82,82,32.2,3.1,8.2,.381,0.5,1.6,.331,2.6,6.5,.393,.413,2.8,3.5,.802,0.7,3.4,4.2,8.6,2.3,0.1,2.7,2.7,9.5,15.4,.491,.199,.422,2.5,11.9,7.1,3.6,0.3,21.8,16.4,2.2,3.6,5.9,.107,-0.6,1.7,1.2,2.1
385,Brandon Rush,0.0,8,91,1,0.0,SG,28,UTA,38,0,11.0,0.8,2.4,.333,0.4,1.2,.340,0.4,1.1,.326,.422,0.1,0.1,.600,0.1,1.0,1.2,0.6,0.1,0.2,0.5,0.8,2.1,4.1,.428,.522,.056,1.3,11.1,6.1,0.6,1.7,17.8,12.3,-0.5,0.0,-0.4,-0.050,-4.2,-1.3,-5.6,-0.4
386,Robert Sacre,0.0,0.0,0.0,0.0,100,C,24,LAL,65,13,16.8,2.2,4.6,.477,0.0,0.0,0.0,2.2,4.6,.477,.477,1.0,1.4,.681,1.3,2.6,3.9,0.8,0.4,0.7,0.7,2.1,5.4,12.1,.513,.000,.313,8.0,16.9,12.5,1.1,3.1,11.4,15.5,0.7,0.7,1.4,.061,-3.0,-0.5,-3.6,-0.4
387,John Salmons,2,44,54,1,0.0,SG-SF,34,TOT,78,8,22.1,1.9,5.3,.363,0.8,2.1,.387,1.1,3.2,.348,.439,0.5,0.7,.769,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2,7.8,.462,.395,.126,1.3,9.6,5.5,1.4,0.9,11.0,12.8,0.2,1.4,1.7,.046,-2.5,0.5,-1.9,0.0
388,Larry Sanders,0.0,0.0,0.0,2,98,C,25,MIL,23,20,25.4,3.3,7.0,.469,0.0,0.0,.000,3.3,7.0,.472,.469,1.1,2.4,.473,2.6,4.6,7.2,0.8,0.8,1.7,1.1,3.2,7.7,14.0,.478,.006,.340,11.4,21.3,16.2,1.6,5.6,12.3,16.4,0.1,0.6,0.7,.057,-3.0,0.0,-3.0,-0.1
389,Dennis Schröder,100,0.0,0.0,0.0,0.0,PG,20,ATL,49,0,13.1,1.5,3.8,.383,0.2,0.9,.238,1.3,3.0,.425,.410,0.6,0.9,.674,0.1,1.1,1.2,1.9,0.3,0.0,1.2,1.1,3.7,5.8,.442,.223,.229,0.9,9.9,5.4,1.3,0.0,22.8,19.0,-1.1,0.4,-0.7,-0.054,-5.7,-1.6,-7.3,-0.9
390,Luis Scola,0.0,0.0,0.0,97,3,PF,33,IND,82,2,17.1,3.2,6.8,.470,0.0,0.1,.143,3.2,6.7,.474,.471,1.2,1.7,.728,1.0,3.7,4.8,1.0,0.3,0.2,1.3,2.0,7.6,13.4,.505,.013,.243,7.2,23.4,15.7,1.0,0.9,14.8,23.8,-0.4,2.8,2.5,.084,-2.8,0.4,-2.5,-0.2
391,Mike Scott,0.0,0.0,7,90,3,PF,25,ATL,80,6,18.5,3.8,7.9,.479,0.8,2.5,.310,3.0,5.4,.558,.529,1.3,1.7,.780,0.8,2.8,3.6,0.9,0.4,0.1,1.0,1.5,9.6,15.3,.559,.318,.210,4.9,17.2,11.1,1.0,0.4,10.3,23.5,1.3,1.2,2.6,.084,0.0,-1.6,-1.6,0.1
392,Thabo Sefolosha,0.0,81,19,0.0,0.0,SG,29,OKC,61,61,26.0,2.3,5.6,.415,0.8,2.5,.316,1.5,3.1,.495,.485,0.9,1.1,.768,0.8,2.8,3.6,1.5,1.3,0.3,0.9,1.5,6.3,10.4,.517,.447,.203,3.7,11.5,7.8,2.5,0.9,12.9,11.9,0.9,2.1,3.0,.092,-1.2,1.5,0.3,0.9
393,Kevin Séraphin,0.0,0.0,0.0,14,86,C,24,WAS,53,1,10.9,2.1,4.2,.505,0.0,0.0,0.0,2.1,4.2,.505,.505,0.5,0.6,.871,1.0,1.4,2.4,0.3,0.1,0.5,0.8,1.9,4.7,12.5,.533,.000,.141,10.5,15.3,12.8,0.3,3.7,14.9,21.5,0.2,0.6,0.8,.066,-4.3,-0.8,-5.2,-0.5
394,Ramon Sessions,52,48,0.0,0.0,0.0,PG,27,TOT,83,19,26.7,4.0,9.3,.429,0.4,1.5,.282,3.6,7.8,.457,.452,3.9,4.9,.807,0.5,2.0,2.4,4.1,0.6,0.1,1.8,1.1,12.3,16.0,.539,.161,.525,1.9,8.6,5.2,1.2,0.3,13.5,22.7,3.1,1.2,4.3,.094,0.7,-1.5,-0.8,0.7
395,Mustafa Shakur,100,0.0,0.0,0.0,0.0,PG,29,OKC,3,0,3.7,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.3,0.7,.500,0.0,0.0,0.0,1.3,0.0,0.0,0.7,0.7,0.3,-8.8,.129,.333,.667,0.0,0.0,0.0,0.0,0.0,34.0,23.7,-0.1,0.0,-0.1,-0.347,-12.0,-6.6,-18.6,0.0
396,Tornike Shengelia,0.0,14,70,15,0.0,SF,22,TOT,26,0,5.9,0.5,1.1,.464,0.0,0.2,.000,0.5,0.8,.591,.464,0.1,0.3,.375,0.2,0.5,0.6,0.5,0.1,0.0,0.5,0.7,1.1,3.9,.460,.214,.286,3.1,9.2,6.2,1.0,0.5,27.6,13.2,-0.2,0.1,-0.1,-0.040,-6.2,-1.1,-7.3,-0.2
397,Iman Shumpert,2,87,10,0.0,0.0,SG,23,NYK,74,58,26.5,2.5,6.5,.378,1.0,3.1,.333,1.4,3.5,.418,.457,0.7,1.0,.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7,9.6,.480,.471,.147,4.7,14.0,9.2,2.5,0.6,13.3,14.1,0.4,1.6,2.0,.048,-2.4,0.4,-2.0,0.0
398,Alexey Shved,11,87,3,0.0,0.0,SG,25,MIN,63,0,10.5,1.2,3.8,.321,0.5,1.6,.294,0.7,2.1,.341,.384,1.1,1.4,.756,0.3,1.0,1.3,1.1,0.4,0.3,0.8,0.6,4.0,10.2,.452,.430,.380,3.4,10.1,6.6,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,.017,-1.8,-0.1,-1.9,0.0
399,Henry Sims,0.0,0.0,0.0,8,92,C,23,TOT,46,25,19.0,2.8,6.0,.474,0.0,0.0,.000,2.8,5.9,.476,.474,2.0,2.6,.744,2.3,2.9,5.2,1.1,0.6,0.4,0.9,2.5,7.6,16.1,.535,.004,.442,12.5,17.2,14.8,1.6,1.9,11.1,18.0,1.4,0.7,2.1,.115,-0.8,-1.4,-2.2,0.0
400,Kyle Singler,0.0,23,69,8,0.0,SF,25,DET,82,36,28.5,3.3,7.3,.447,1.1,3.0,.382,2.1,4.3,.492,.525,1.9,2.2,.826,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,9.6,11.8,.574,.409,.306,5.2,9.2,7.1,1.3,1.3,10.4,14.0,3.6,0.7,4.4,.090,-0.7,-0.7,-1.4,0.3
401,Chris Singleton,0.0,0.0,49,51,0.0,SF,24,WAS,25,0,10.0,1.0,2.7,.373,0.3,0.8,.368,0.7,1.9,.375,.425,0.7,1.0,.720,0.7,1.5,2.2,0.2,0.4,0.1,0.7,1.0,3.0,8.8,.481,.284,.373,8.2,17.5,12.8,1.9,1.0,17.9,17.2,-0.2,0.3,0.2,.033,-3.9,-0.7,-4.6,-0.2
402,Peyton Siva,94,6,0.0,0.0,0.0,SG,23,DET,24,0,9.3,0.8,2.4,.316,0.3,1.0,.280,0.5,1.3,.344,.377,0.5,0.6,.733,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,2.3,5.7,.425,.439,.263,0.9,6.2,3.4,2.0,0.4,22.1,15.6,-0.2,0.1,-0.2,-0.032,-5.3,-1.1,-6.4,-0.2
403,Donald Sloan,94,6,0.0,0.0,0.0,SG,26,IND,48,1,8.2,0.9,2.4,.376,0.2,0.9,.238,0.7,1.6,.453,.419,0.3,0.4,.600,0.1,0.8,0.9,1.0,0.2,0.0,0.5,0.4,2.3,8.5,.437,.359,.171,1.2,11.0,6.3,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,.039,-3.3,0.3,-3.0,-0.1
404,Chris Smith,100,0.0,0.0,0.0,0.0,PG,26,NYK,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020,-6.1,-3.6,-9.7,0.0
405,Greg Smith,0.0,0.0,0.0,15,85,C,23,HOU,11,0,9.1,1.6,2.5,.643,0.0,0.0,0.0,1.6,2.5,.643,.643,0.2,0.5,.400,1.0,1.5,2.5,0.0,0.1,0.2,0.5,1.5,3.5,13.7,.629,.000,.179,13.0,16.8,15.0,0.5,1.5,14.2,15.4,0.2,0.1,0.2,.119,-1.2,-1.2,-2.5,0.0
406,Ish Smith,100,0.0,0.0,0.0,0.0,PG,25,PHO,70,1,14.4,1.7,4.0,.423,0.0,0.3,.043,1.7,3.7,.457,.425,0.3,0.6,.564,0.4,1.4,1.8,2.6,0.7,0.2,0.9,0.9,3.7,11.7,.438,.082,.139,3.5,10.9,7.2,2.4,1.0,17.9,15.9,0.0,1.0,1.0,.048,-2.0,0.6,-1.4,0.2
407,J.R. Smith,0.0,24,72,5,0.0,SF,28,NYK,74,37,32.7,5.4,12.9,.415,2.6,6.5,.394,2.8,6.4,.436,.514,1.2,1.9,.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,2.6,14.5,14.0,.527,.503,.145,1.7,13.1,7.2,1.4,0.7,9.6,21.6,2.5,1.2,3.7,.073,1.0,-1.2,-0.2,1.1
408,Jason Smith,0.0,0.0,0.0,58,43,PF,27,NOP,31,27,26.8,4.2,9.1,.465,0.0,0.0,0.0,4.2,9.1,.465,.465,1.3,1.6,.780,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7,12.4,.495,.000,.177,7.0,18.5,12.7,0.7,2.9,8.4,18.2,0.5,0.4,0.9,.054,-2.4,-1.3,-3.6,-0.3
409,Josh Smith,0.0,0.0,56,43,0.0,SF,28,DET,77,76,35.5,6.7,16.0,.419,0.9,3.4,.264,5.8,12.6,.462,.448,2.1,3.9,.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,14.1,.463,.215,.244,3.9,17.6,10.4,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,.020,-0.9,0.1,-0.8,0.8
410,Tony Snell,0.0,88,11,0.0,0.0,SG,22,CHI,77,12,16.0,1.7,4.4,.384,0.7,2.3,.320,0.9,2.1,.456,.469,0.4,0.5,.756,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5,8.0,.489,.530,.122,1.8,9.6,5.7,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,.063,-3.1,0.5,-2.6,-0.2
411,James Southerland,90,0.0,10,0.0,0.0,SF,23,TOT,4,0,7.5,1.3,3.8,.333,0.8,1.5,.500,0.5,2.3,.222,.433,0.3,0.5,.500,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5,11.8,.441,.400,.133,0.0,31.5,15.5,1.7,5.6,5.9,25.6,-0.1,0.0,0.0,-0.023,-2.3,-0.4,-2.7,0.0
412,Marreese Speights,0.0,0.0,0.0,14,86,C,26,GSW,79,3,12.4,2.5,5.6,.441,0.1,0.4,.258,2.4,5.2,.455,.450,1.4,1.7,.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4,15.2,.507,.070,.303,11.4,20.6,16.1,0.5,2.6,11.6,25.4,0.6,1.5,2.1,.103,-2.8,-0.9,-3.7,-0.4
413,Tiago Splitter,0.0,0.0,0.0,53,47,C,29,SAS,59,50,21.5,3.1,5.9,.523,0.0,0.1,.000,3.1,5.8,.528,.523,2.1,2.9,.699,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2.0,8.2,16.5,.572,.009,.500,11.4,20.5,16.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,.163,-0.3,0.9,0.6,0.8
414,D.J. Stephens,0.0,69,32,0.0,0.0,SG,23,MIL,3,0,5.0,1.0,2.3,.429,0.0,0.0,0.0,1.0,2.3,.429,.429,0.3,0.3,1.000,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.0,2.3,16.1,.470,.000,.143,7.4,31.6,19.1,0.0,0.0,0.0,22.4,0.0,0.0,0.0,.067,2.2,-0.5,1.7,0.0
415,Lance Stephenson,2,93,5,0.0,0.0,SG,23,IND,78,78,35.3,5.5,11.2,.491,1.1,3.1,.352,4.4,8.0,.545,.540,1.8,2.5,.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8,14.7,.564,.280,.226,4.1,18.1,11.4,1.0,0.2,18.0,19.4,2.6,4.8,7.4,.130,0.4,1.0,1.3,2.3
416,Greg Stiemsma,0.0,0.0,0.0,7,93,C,28,NOP,55,20,18.3,1.3,2.2,.574,0.0,0.0,.000,1.3,2.2,.579,.574,0.3,0.6,.594,1.3,2.8,4.1,0.7,0.6,1.0,0.8,3.1,2.9,9.7,.584,.008,.262,8.2,18.0,13.0,1.8,4.7,24.4,8.1,0.5,1.0,1.5,.072,-3.6,1.9,-1.7,0.1
417,Julyan Stone,79,21,0.0,0.0,0.0,SG,25,TOR,21,0,5.7,0.3,0.8,.412,0.1,0.4,.250,0.2,0.4,.556,.471,0.1,0.1,.667,0.1,0.9,1.0,0.6,0.1,0.0,0.2,0.6,0.9,6.6,.491,.471,.176,1.9,17.6,9.7,1.3,0.0,21.4,8.8,0.0,0.1,0.2,.061,-3.9,1.0,-2.9,0.0
418,Amar'e Stoudemire,0.0,0.0,0.0,58,42,C,31,NYK,65,21,22.6,4.8,8.6,.557,0.0,0.0,0.0,4.8,8.6,.557,.557,2.3,3.1,.739,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4,11.9,18.8,.596,.000,.364,8.7,17.2,12.8,0.8,2.2,12.3,23.4,2.9,0.9,3.8,.124,0.3,-1.8,-1.6,0.2
419,Rodney Stuckey,0.0,76,24,0.0,0.0,SG,27,DET,73,5,26.7,5.1,11.7,.436,0.3,1.2,.273,4.8,10.5,.455,.450,3.3,4.0,.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9,14.0,.516,.103,.342,2.1,7.7,4.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,.053,-1.2,-1.7,-2.9,-0.4
420,Jared Sullinger,0.0,0.0,0.0,30,70,PF,21,BOS,74,44,27.6,5.2,12.1,.427,0.8,2.8,.269,4.4,9.3,.475,.458,2.1,2.7,.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,13.3,16.4,.497,.231,.226,13.0,20.6,16.7,0.9,1.8,10.7,24.1,1.9,2.0,3.9,.091,0.1,-1.5,-1.4,0.3
421,Jeff Taylor,0.0,22,78,0.0,0.0,SF,24,CHA,26,8,24.2,3.2,8.4,.376,0.7,2.6,.269,2.5,5.8,.424,.417,1.0,1.8,.553,0.6,1.7,2.3,0.8,0.5,0.2,1.0,2.4,8.0,5.9,.436,.307,.216,2.7,8.1,5.4,1.1,0.6,9.5,19.4,-0.8,0.6,-0.2,-0.019,-5.0,-0.4,-5.4,-0.5
422,Tyshawn Taylor,86,14,0.0,0.0,0.0,PG,23,BRK,23,3,11.7,1.3,4.0,.341,0.1,0.5,.250,1.2,3.4,.354,.357,1.0,1.3,.800,0.1,0.5,0.7,1.6,0.5,0.0,1.3,1.3,3.9,5.4,.427,.132,.330,1.3,5.3,3.3,2.3,0.3,22.9,23.5,-0.7,0.2,-0.6,-0.098,-6.7,-2.0,-8.7,-0.5
423,Jeff Teague,73,27,0.0,0.0,0.0,PG,25,ATL,79,79,32.2,5.8,13.2,.438,0.9,2.8,.329,4.8,10.3,.469,.474,4.0,4.8,.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,17.1,.541,.216,.362,1.6,7.9,4.7,1.8,0.5,16.1,25.7,3.3,1.9,5.2,.098,1.2,-1.3,-0.1,1.2
424,Marquis Teague,57,41,3,0.0,0.0,SG,20,TOT,40,3,11.1,1.0,3.0,.319,0.1,0.5,.278,0.8,2.5,.327,.340,0.7,0.9,.743,0.0,1.0,1.0,1.5,0.3,0.1,1.0,1.2,2.7,3.8,.398,.151,.294,0.3,10.2,5.3,1.2,0.9,22.5,18.2,-1.0,0.4,-0.5,-0.059,-6.8,-0.6,-7.4,-0.6
425,Mirza Teletović,0.0,0.0,35,64,1,SF,28,BRK,72,7,19.4,3.1,7.3,.418,1.9,4.8,.390,1.2,2.5,.472,.546,0.6,0.9,.710,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2.0,8.6,14.3,.559,.660,.117,5.2,17.6,11.4,1.1,1.4,8.8,20.5,1.6,1.1,2.7,.094,1.4,-1.6,-0.2,0.6
426,Garrett Temple,36,57,7,0.0,0.0,SG,27,WAS,75,0,8.5,0.7,1.9,.362,0.1,0.4,.207,0.6,1.5,.402,.383,0.4,0.6,.698,0.3,0.6,0.9,1.0,0.5,0.1,0.6,1.0,1.8,7.8,.431,.206,.305,3.8,8.7,6.2,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,.025,-4.8,1.8,-3.0,-0.2
427,Jason Terry,100,0.0,0.0,0.0,0.0,PG,36,BRK,35,0,16.3,1.6,4.3,.362,1.1,2.9,.379,0.5,1.4,.327,.490,0.3,0.4,.667,0.1,0.9,1.1,1.6,0.4,0.0,0.8,1.4,4.5,7.4,.501,.678,.099,0.8,6.9,3.9,1.2,0.0,14.5,15.3,0.0,0.2,0.2,.016,-2.3,-1.2,-3.5,-0.2
428,Hasheem Thabeet,0.0,0.0,0.0,0.0,100,C,26,OKC,23,0,8.3,0.6,1.0,.565,0.0,0.0,0.0,0.6,1.0,.565,.565,0.0,0.2,.200,0.4,1.3,1.7,0.0,0.2,0.4,0.6,2.0,1.2,2.6,.536,.000,.217,5.6,17.4,11.7,1.0,3.8,35.7,9.0,-0.2,0.3,0.0,.012,-8.1,0.7,-7.3,-0.3
429,Adonis Thomas,35,8,57,0.0,0.0,SF,20,TOT,6,1,6.2,1.0,2.3,.429,0.2,0.8,.200,0.8,1.5,.556,.464,0.2,0.2,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3,7.3,.485,.357,.071,0.0,9.2,4.6,0.0,0.0,6.5,18.5,0.0,0.0,0.0,.001,-4.2,-2.0,-6.2,0.0
430,Isaiah Thomas,100,0.0,0.0,0.0,0.0,PG,24,SAC,72,54,34.7,6.9,15.2,.453,1.8,5.1,.349,5.1,10.2,.504,.510,4.8,5.7,.850,0.7,2.3,2.9,6.3,1.3,0.1,3.0,2.6,20.3,20.5,.574,.332,.371,2.1,7.5,4.7,1.9,0.3,14.3,26.3,6.4,1.3,7.7,.149,3.9,-0.7,3.2,3.2
431,Lance Thomas,0.0,0.0,2,98,0.0,SF,25,NOP,5,0,8.4,0.4,1.8,.222,0.0,0.0,0.0,0.4,1.8,.222,.222,0.4,0.8,.500,0.4,1.0,1.4,0.6,0.0,0.0,0.4,0.8,1.2,0.5,.279,.000,.444,5.4,14.0,9.7,0.0,0.0,15.7,13.8,-0.1,0.0,-0.1,-0.117,-6.5,-3.0,-9.6,-0.1
432,Malcolm Thomas,0.0,0.0,0.0,94,6,PF,25,TOT,8,0,7.9,0.9,2.0,.438,0.1,0.5,.250,0.8,1.5,.500,.469,0.0,0.3,.000,0.6,2.0,2.6,0.3,0.0,0.4,1.1,0.6,1.9,4.6,.444,.250,.125,9.0,28.9,19.0,0.0,3.5,34.8,18.7,-0.2,0.1,-0.2,-0.132,-7.1,-1.9,-9.1,-0.1
433,Hollis Thompson,0.0,1,92,7,0.0,SF,22,PHI,77,41,22.6,2.2,4.8,.460,0.9,2.2,.401,1.4,2.7,.507,.550,0.7,0.9,.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6.0,9.5,.570,.449,.196,4.4,11.2,7.7,1.5,0.5,12.9,11.3,1.4,0.6,2.0,.055,-2.1,-1.0,-3.2,-0.5
434,Jason Thompson,0.0,0.0,0.0,67,33,PF,27,SAC,82,61,24.5,3.1,6.0,.506,0.0,0.0,0.0,3.1,6.0,.506,.506,1.0,1.8,.579,1.9,4.6,6.4,0.6,0.4,0.7,1.2,3.1,7.1,11.1,.523,.000,.292,8.5,21.3,14.8,0.8,2.3,14.5,14.4,0.9,1.7,2.7,.064,-2.9,-0.4,-3.2,-0.6
435,Klay Thompson,5,88,7,0.0,0.0,SG,23,GSW,81,81,35.4,6.9,15.5,.444,2.8,6.6,.417,4.1,8.9,.464,.533,1.8,2.3,.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4,14.3,.555,.425,.147,1.5,7.9,4.7,1.3,1.0,9.2,22.6,3.5,3.2,6.7,.112,0.9,-0.1,0.8,2.0
436,Tristan Thompson,0.0,0.0,12,84,4,PF,22,CLE,82,82,31.6,4.4,9.3,.477,0.0,0.0,.000,4.4,9.3,.478,.477,2.9,4.1,.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7,14.9,.528,.001,.445,11.4,21.5,16.3,0.8,1.1,10.6,17.5,3.4,2.3,5.7,.106,-0.6,-1.5,-2.1,-0.1
437,Marcus Thornton,1,93,6,0.0,0.0,SG,26,TOT,72,27,24.2,3.5,8.9,.394,1.5,4.4,.345,2.0,4.5,.443,.480,1.3,1.6,.804,0.8,2.0,2.8,1.1,0.8,0.2,0.9,1.5,9.8,12.0,.511,.495,.175,3.7,9.4,6.6,1.7,0.5,8.9,19.7,1.0,1.0,2.0,.055,-0.4,-1.1,-1.5,0.2
438,Jamaal Tinsley,100,0.0,0.0,0.0,0.0,PG,35,UTA,8,5,13.8,0.5,2.5,.200,0.1,1.9,.067,0.4,0.6,.600,.225,0.0,0.0,0.0,0.3,1.1,1.4,2.9,0.3,0.0,1.1,1.3,1.1,1.9,.225,.750,.000,2.0,9.7,5.8,1.0,0.0,31.0,12.1,-0.3,0.0,-0.3,-0.122,-6.1,-1.5,-7.6,-0.2
439,Anthony Tolliver,0.0,0.0,74,24,2,PF,28,CHA,64,9,20.3,2.0,4.8,.420,1.6,3.9,.413,0.4,0.9,.450,.586,0.5,0.6,.805,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1,11.0,.605,.805,.134,2.9,11.8,7.3,0.8,0.9,6.6,12.4,1.9,1.3,3.2,.117,0.1,-0.1,0.0,0.6
440,P.J. Tucker,0.0,3,92,6,0.0,SF,28,PHO,81,81,30.7,3.3,7.6,.431,0.9,2.4,.387,2.4,5.2,.450,.491,1.9,2.5,.776,2.0,4.5,6.5,1.7,1.4,0.3,1.3,2.5,9.4,13.3,.540,.311,.327,7.3,16.6,11.9,2.2,0.7,12.7,14.2,3.3,2.8,6.1,.117,0.1,0.9,1.0,1.9
441,Ronny Turiaf,0.0,0.0,0.0,2,98,C,31,MIN,31,10,19.5,2.1,3.5,.598,0.0,0.0,0.0,2.1,3.5,.598,.598,0.7,1.6,.420,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8,13.9,.578,.000,.467,9.6,22.0,15.6,0.7,6.3,15.7,10.7,0.6,0.9,1.5,.122,-1.5,2.0,0.5,0.4
